measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources,
"Abortion rate (the no. of abortions per 1,000 women aged 15-17), by state of residence",2,WI,Wisconsin,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-17), by state of residence",3,WV,West Virginia,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-17), by state of residence",3,WY,Wyoming,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-17), by state of residence",6,US,U.S. total,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",10,RI,Rhode Island,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",9,SC,South Carolina,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",3,SD,South Dakota,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",7,TN,Tennessee,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",8,TX,Texas,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",3,UT,Utah,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",11,VA,Virginia,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",9,VT,Vermont,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",11,WA,Washington,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",5,WI,Wisconsin,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",5,WV,West Virginia,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",5,WY,Wyoming,2013,n/a,"Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-19), by state of residence",11,US,U.S. total,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.7,RI,Rhode Island,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.3,SC,South Carolina,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.1,SD,South Dakota,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.2,TN,Tennessee,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.4,TX,Texas,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13.5,US,U.S. total,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.4,UT,Utah,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",11.4,VT,Vermont,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.2,VA,Virginia,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.1,WA,Washington,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.4,WV,West Virginia,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",5.9,WI,Wisconsin,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",1.3,WY,Wyoming,2017,n/a,,"Abortion Incidence and Service Availability in the United States, 2017, Rachel K. Jones, Elizabeth Witwer, Jenna Jerman <https://www.guttmacher.org/report/abortion-incidence-service-availability-us-2017>",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",15,RI,Rhode Island,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",14,SC,South Carolina,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",5,SD,South Dakota,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",12,TN,Tennessee,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",15,TX,Texas,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",6,UT,Utah,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",19,VA,Virginia,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",13,VT,Vermont,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",19,WA,Washington,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",8,WI,Wisconsin,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",8,WV,West Virginia,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",10,WY,Wyoming,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth; Abortion estimates are based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring states (for Maryland: District of Columbia, Delaware, Pennsylvania, West Virginia, and Virginia; for New Hampshire: Maine, Massachusetts and Vermont; and for Wyoming: Colorado, Idaho, Montana, Nebraska, South Dakota, and Utah.)","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Abortion rate (the no. of abortions per 1,000 women aged 18-19), by state of residence",18,US,U.S. total,2013,n/a,"All rates are the number of events per 1,000 women; pregnancy rate includes estimated number of pregnancies ending in miscarriage or stillbirth","Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",41,RI,Rhode Island,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",47,SC,South Carolina,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",52,SD,South Dakota,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",55,TN,Tennessee,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",57,TX,Texas,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",49,UT,Utah,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",32,VA,Virginia,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",10,VT,Vermont,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",43,WA,Washington,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",44,WI,Wisconsin,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",25,WV,West Virginia,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",40,WY,Wyoming,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 Hispanic women aged 15-19), by state of residence ",42,US,U.S. total,2013,n/a,,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",28,RI,Rhode Island,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",39,SC,South Carolina,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",21,SD,South Dakota,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",47,TN,Tennessee,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",41,TX,Texas,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",24,UT,Utah,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",31,VA,Virginia,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",20,VT,Vermont,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",22,WA,Washington,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",55,WI,Wisconsin,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",33,WV,West Virginia,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",13,WY,Wyoming,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic black women aged 15-19), by state of residence",39,US,U.S. total,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",10,RI,Rhode Island,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",26,SC,South Carolina,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",18,SD,South Dakota,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",30,TN,Tennessee,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",24,TX,Texas,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",15,UT,Utah,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",15,VA,Virginia,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",15,VT,Vermont,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",15,WA,Washington,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",12,WI,Wisconsin,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",41,WV,West Virginia,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",27,WY,Wyoming,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
"Birthrate (the no. of births per 1,000 non-Hispanic white women aged 15-19), by state of residence",19,US,U.S. total,2013,n/a,Includes births to women with ethnicity unknown,"Pregnancies, Births and Abortions Among Adolescents and Young Women in the United States, 2013: National and State Trends by Age, Race and Ethnicity, New York: Guttmacher Institute, Kost K, Maddow-Zimet I, and Arpaia A",
